Id,SalePrice
1461,127122.5
1462,156450.0
1463,184270.0
1464,182337.5
1465,190121.025
1466,184540.0
1467,166514.875
1468,171949.8
1469,181297.375
1470,118280.0
1471,208293.025
1472,90392.5
1473,94674.675
1474,148756.25
1475,153431.1
1476,362938.075
1477,260378.825
1478,302217.9
1479,242927.1
1480,401480.475
1481,309234.55
1482,206904.875
1483,177705.5
1484,177932.975
1485,172723.25
1486,194606.25
1487,346095.075
1488,235915.375
1489,212109.7
1490,203007.55
1491,189290.0
1492,98814.925
1493,184944.85
1494,306795.35
1495,297740.525
1496,223727.0
1497,195590.65
1498,154336.125
1499,153113.575
1500,153102.425
1501,176122.125
1502,168905.925
1503,290974.5
1504,227568.15
1505,215446.325
1506,185761.85
1507,223902.5
1508,195387.5
1509,165028.75
1510,152018.75
1511,149568.75
1512,163942.5
1513,152861.6
1514,163600.0
1515,172580.0
1516,175010.0
1517,147325.925
1518,127375.325
1519,226844.05
1520,137683.125
1521,145280.0
1522,163202.5
1523,115830.05
1524,122855.0
1525,124022.475
1526,131255.0
1527,94647.325
1528,130378.225
1529,143259.05
1530,163745.0
1531,127359.75
1532,104767.5
1533,147839.675
1534,118637.025
1535,149660.0
1536,117777.65
1537,83302.5
1538,200036.25
1539,229195.75
1540,118699.5
1541,149081.25
1542,142958.35
1543,228167.925
1544,83816.9
1545,107127.6
1546,121250.0
1547,134322.5
1548,136965.0
1549,109275.0
1550,139818.95
1551,115004.5
1552,152561.0
1553,142468.05
1554,106928.1
1555,177932.5
1556,103901.25
1557,135277.5
1558,100317.5
1559,124271.45
1560,149933.75
1561,158219.3
1562,128536.25
1563,124170.825
1564,158907.0
1565,160986.25
1566,228124.175
1567,84917.5
1568,218054.5
1569,143200.0
1570,126412.5
1571,125807.25
1572,144396.25
1573,228151.0
1574,130695.125
1575,224786.625
1576,214103.0
1577,211125.325
1578,163921.375
1579,143884.5
1580,190035.0
1581,138958.125
1582,128092.5
1583,364019.225
1584,236829.475
1585,139450.0
1586,77277.5
1587,105970.9
1588,140070.4
1589,108503.25
1590,129078.75
1591,104823.575
1592,126475.925
1593,124225.0
1594,141918.6
1595,123339.1
1596,243172.475
1597,169562.325
1598,179829.625
1599,204750.425
1600,191146.275
1601,77395.0
1602,111177.5
1603,100123.5
1604,277712.5
1605,251617.05
1606,165129.75
1607,171025.25
1608,222201.7
1609,201659.2
1610,160386.375
1611,153033.75
1612,167278.95
1613,166002.6
1614,113155.0
1615,82612.5
1616,82725.0
1617,85022.5
1618,124928.325
1619,137916.25
1620,151324.975
1621,141124.575
1622,154727.1
1623,294267.5
1624,212830.0
1625,128793.75
1626,177966.0
1627,182387.5
1628,283720.1
1629,173340.85
1630,331881.525
1631,235010.45
1632,263021.65
1633,171885.8
1634,180682.25
1635,179845.0
1636,156594.025
1637,178307.325
1638,211058.125
1639,181663.75
1640,245412.5
1641,187238.1
1642,218123.2
1643,226811.15
1644,220296.4
1645,177370.125
1646,154848.75
1647,167538.625
1648,145625.0
1649,139567.5
1650,121346.25
1651,121137.5
1652,87373.75
1653,92047.5
1654,153958.35
1655,162746.5
1656,147503.75
1657,153239.6
1658,151119.75
1659,156735.0
1660,143293.75
1661,411056.85
1662,376656.425
1663,396484.2
1664,386424.775
1665,301352.05
1666,322777.9
1667,348812.45
1668,338422.85
1669,307116.0
1670,346263.15
1671,272819.4
1672,399658.875
1673,303576.65
1674,253180.1
1675,184676.125
1676,180971.5
1677,205350.25
1678,386186.85
1679,373763.0
1680,307761.65
1681,256565.85
1682,307491.025
1683,192819.375
1684,170986.75
1685,173545.25
1686,173623.325
1687,167106.85
1688,181873.0
1689,188109.0
1690,187045.075
1691,174930.325
1692,264654.85
1693,171640.0
1694,181227.25
1695,172588.75
1696,267654.05
1697,172621.25
1698,347503.6
1699,349932.25
1700,251105.3
1701,253922.5
1702,253884.975
1703,250247.35
1704,298358.775
1705,245884.8
1706,375943.5
1707,214388.2
1708,222125.125
1709,290691.6
1710,222839.025
1711,270105.25
1712,229010.2
1713,248911.775
1714,220666.35
1715,202035.75
1716,167570.9
1717,163167.275
1718,135729.125
1719,196970.0
1720,256374.975
1721,157458.275
1722,127420.625
1723,155512.625
1724,218817.8
1725,226042.5
1726,192420.5
1727,168459.425
1728,179700.625
1729,162041.3
1730,165414.425
1731,122403.75
1732,133098.75
1733,126674.575
1734,132760.625
1735,131970.0
1736,121542.5
1737,378042.175
1738,208243.4
1739,279260.55
1740,202110.625
1741,176599.475
1742,173013.325
1743,167697.5
1744,309138.9
1745,237572.425
1746,268800.0
1747,208904.45
1748,195312.25
1749,162378.425
1750,150875.0
1751,228440.0
1752,123842.5
1753,151144.0
1754,214816.425
1755,169780.0
1756,121092.5
1757,122741.25
1758,146303.425
1759,170630.0
1760,152767.5
1761,152203.75
1762,169852.175
1763,164663.95
1764,121373.15
1765,180263.05
1766,173458.75
1767,209498.0
1768,143128.5
1769,178447.85
1770,137581.25
1771,141082.5
1772,141271.35
1773,140593.75
1774,132854.825
1775,134569.375
1776,122897.325
1777,114683.75
1778,125373.75
1779,114383.575
1780,177806.625
1781,135056.875
1782,103579.15
1783,121740.1
1784,91108.25
1785,111842.0
1786,144390.3
1787,164247.625
