Id,SalePrice
1461,128400.58
1462,154479.5
1463,184864.27
1464,181874.0
1465,204914.56
1466,183087.17
1467,170856.82
1468,174595.24
1469,176095.11
1470,114473.0
1471,197111.08
1472,100585.0
1473,101709.0
1474,150142.0
1475,137511.8
1476,384517.88
1477,261421.46
1478,288527.07
1479,241369.18
1480,450230.4
1481,324041.82
1482,205529.0
1483,175720.04
1484,173649.58
1485,167306.94
1486,199782.25
1487,332650.17
1488,244500.19
1489,216765.08
1490,196225.4
1491,190553.65
1492,91839.93
1493,176123.49
1494,307684.18
1495,303362.62
1496,233891.62
1497,194782.0
1498,154669.33
1499,152973.34
1500,157510.07
1501,175325.35
1502,160988.67
1503,308317.26
1504,232436.21
1505,216717.64
1506,186204.47
1507,219107.98
1508,207638.0
1509,168191.65
1510,157348.0
1511,155620.5
1512,163170.55
1513,152215.91
1514,169633.29
1515,170564.24
1516,162360.5
1517,158203.97
1518,127985.58
1519,227977.46
1520,138609.0
1521,150135.75
1522,165026.0
1523,114682.5
1524,123488.21
1525,126762.58
1526,128794.08
1527,97114.21
1528,127868.54
1529,145101.09
1530,158594.0
1531,135743.09
1532,103279.0
1533,138487.0
1534,116059.54
1535,153164.34
1536,117169.56
1537,87200.5
1538,188063.0
1539,235213.56
1540,119630.25
1541,148406.63
1542,146981.42
1543,225403.43
1544,73190.5
1545,103642.04
1546,123395.0
1547,140502.34
1548,135241.52
1549,114742.0
1550,146061.84
1551,117758.81
1552,144713.81
1553,147965.12
1554,105614.69
1555,181955.5
1556,108221.54
1557,135058.55
1558,91650.04
1559,134415.42
1560,159255.34
1561,165605.0
1562,128463.16
1563,127934.6
1564,165691.41
1565,158353.93
1566,218016.92
1567,79626.0
1568,221949.24
1569,149657.77
1570,126375.5
1571,133431.5
1572,146524.25
1573,239754.52
1574,147226.5
1575,215638.16
1576,214453.5
1577,207614.49
1578,155081.24
1579,144795.05
1580,191205.65
1581,142194.75
1582,130176.0
1583,325304.05
1584,239561.27
1585,139855.0
1586,76379.04
1587,103483.8
1588,153882.0
1589,105294.54
1590,133696.0
1591,101883.08
1592,121006.4
1593,119131.08
1594,139342.09
1595,130356.69
1596,242345.91
1597,174866.61
1598,180773.07
1599,219740.99
1600,199066.91
1601,85894.93
1602,117814.5
1603,90103.79
1604,280270.93
1605,257379.5
1606,167825.82
1607,178391.56
1608,216500.07
1609,200306.24
1610,157586.87
1611,151141.25
1612,157169.43
1613,163627.31
1614,118353.0
1615,86798.5
1616,82251.0
1617,86992.5
1618,129382.0
1619,133119.5
1620,160127.93
1621,142452.4
1622,158262.52
1623,299561.92
1624,209747.9
1625,132792.08
1626,176293.78
1627,190386.35
1628,287887.39
1629,174853.94
1630,353657.65
1631,222946.28
1632,253397.63
1633,164899.51
1634,182017.4
1635,176041.5
1636,156560.65
1637,179785.24
1638,206928.0
1639,181206.74
1640,243953.06
1641,190386.0
1642,218507.25
1643,228696.42
1644,227115.1
1645,175249.5
1646,157369.5
1647,165317.35
1648,143222.0
1649,139853.0
1650,122205.21
1651,125152.25
1652,93747.0
1653,100307.0
1654,155160.5
1655,153828.55
1656,149807.0
1657,152845.5
1658,151478.42
1659,142244.4
1660,148443.83
1661,427908.2
1662,378985.24
1663,371795.91
1664,421899.71
1665,309380.47
1666,318174.41
1667,370119.56
1668,327505.56
1669,288740.43
1670,331568.47
1671,255562.58
1672,467221.69
1673,307912.49
1674,250426.12
1675,190872.27
1676,191986.1
1677,210790.25
1678,429706.41
1679,373674.39
1680,325371.7
1681,254528.77
1682,300208.01
1683,185497.37
1684,172445.3
1685,174084.8
1686,173181.84
1687,164398.55
1688,187035.0
1689,189592.25
1690,184708.04
1691,174058.99
1692,270899.52
1693,163814.11
