Id,SalePrice
1461,105923.12759016384
1462,162400.7112879781
1463,176511.68767002714
1464,197150.7800521315
1465,200165.70710485918
1466,180504.65303389728
1467,190114.64571498893
1468,170540.28585510585
1469,208705.60789463902
1470,109461.59086450352
1471,216139.55952485232
1472,132156.3432815289
1473,116644.93881723448
1474,163963.21917170612
1475,129611.54988006502
1476,312870.5682718565
1477,250023.3138227812
1478,298472.366585576
1479,271223.5805355825
1480,405847.4834190416
1481,300233.1468719763
1482,227457.27499097516
1483,176723.07210788876
1484,181417.0542053657
1485,199731.56762788887
1486,208599.3608057066
1487,286102.88797312486
1488,256195.76303416514
1489,186493.97376732226
1490,211400.5091903275
1491,206122.50952872098
1492,87464.53942405595
1493,212824.44536870718
1494,297376.00641694316
1495,291317.2920916544
1496,230125.0664980593
1497,187726.60640402278
1498,173478.59136245959
1499,176569.07482445193
1500,165175.019289308
1501,207410.23964340147
1502,162786.6778221354
1503,267215.6880680756
1504,249292.68369874568
1505,229728.65107708052
1506,198229.9341276472
1507,247930.96753967763
1508,198153.97497927328
1509,162483.70711514354
1510,147730.2906171137
1511,145861.0686887838
1512,168533.0643531282
1513,161690.9845470395
1514,186137.28904209775
1515,220825.66640996118
1516,167911.17980222544
1517,178597.79305999656
1518,145325.29454502696
1519,245227.93268673564
1520,127385.04471224244
1521,125649.52731676935
1522,199540.10193914734
1523,84812.85846941406
1524,97544.72729519987
1525,103046.85806753626
1526,109520.65311452793
1527,93034.00120606623
1528,156221.56553256
1529,127936.63018024666
1530,208998.9113241043
1531,142188.02888813778
1532,96357.69438738516
1533,140790.04958399967
1534,130998.58492926043
1535,156831.23640157282
1536,106665.0236314733
1537,43946.53354477626
1538,183663.96319759986
1539,221219.4103706663
1540,137928.42470820597
1541,156442.57456658874
1542,141131.8527031478
1543,202190.93908224138
1544,60183.23484481964
1545,116295.41193605727
1546,143164.68188074604
1547,133550.71104254364
1548,131275.29351430177
1549,119429.75218728604
1550,130588.88114325656
1551,131937.52350195008
1552,127756.84921926563
1553,149433.2484744934
1554,122615.84901574487
1555,165079.96783521818
1556,88176.23125668638
1557,119791.51570077217
1558,101709.7957894858
1559,92925.9879958143
1560,142509.8292054115
1561,144945.70737067703
1562,119674.81347710104
1563,112965.96588927554
1564,175378.23406327283
1565,153930.35718233138
1566,241207.02106643724
1567,67236.1503638234
1568,231733.93906500167
1569,109173.64764007251
1570,146427.0362145286
1571,104199.71891371557
1572,142142.95715657854
1573,247108.42134848796
1574,127235.53078571823
1575,231361.94504874037
1576,239786.04534242256
1577,190366.02998289955
1578,147275.30928297038
1579,145229.13200857677
1580,207425.98100616108
1581,137344.27376621193
1582,120500.92476677126
1583,310057.1142790236
1584,231935.39954913314
1585,162967.8980835597
1586,42750.747543569654
1587,90227.58659150521
1588,140303.12770126457
1589,87042.67612998514
1590,147367.79287439422
1591,65133.98583441763
1592,132072.9000507784
1593,125494.2695369788
1594,128360.87860210054
1595,123338.41793495463
1596,232284.2082784751
1597,191109.47400051402
1598,204822.98040361237
1599,206913.39761076984
1600,200414.43248402467
1601,9159.6194071481
1602,120135.76488032239
1603,54752.92439375841
1604,261932.19203713117
1605,261622.36141358712
1606,178577.5852788
1607,199976.15196294035
1608,225271.49074390344
1609,187734.9717963545
1610,146828.1430405716
1611,148230.45957546076
1612,160469.7896399214
1613,168891.38353388826
1614,125548.7722576696
1615,71920.78564843722
1616,64480.7482019735
1617,78257.40564823896
1618,111519.12412432162
1619,137133.92731411872
1620,186844.37322824448
1621,139014.6961868161
1622,135010.53450846625
1623,270233.15942310495
1624,214293.11104519363
1625,118157.68207668676
1626,201537.17692040675
1627,197088.06716254703
1628,284821.93281468353
1629,198357.61095083575
1630,317409.80616504303
1631,225957.72857652418
1632,242096.87714221398
1633,191164.97774834535
1634,191734.83485960378
1635,182826.58921986772
1636,163655.03652304388
1637,179792.18735099584
1638,222983.2397184833
1639,199495.59989734716
1640,262869.08922332386
1641,202555.45974291093
1642,225850.67153664818
1643,232636.72647851892
1644,239147.89406265388
1645,194974.44108608947
1646,173022.4936535887
1647,182214.70857068617
1648,124832.95670032245
1649,123639.76927374955
1650,110900.75611979607
1651,109765.22625872353
1652,132972.92074430268
1653,129531.94764674664
1654,164543.2375119566
1655,166387.5483252562
1656,159207.86246646242
1657,165855.99555768468
1658,161968.3989947692
1659,142647.98374330718
1660,151969.8750910277
1661,383296.7011553217
1662,329492.27363269916
1663,334555.7888356191
1664,420441.5262963148
1665,295433.00469436846
1666,304857.32805566234
1667,320044.3714512014
1668,311055.93364270567
1669,289161.23032683646
1670,316426.92649814277
1671,266874.37635934167
1672,380831.45567440824
1673,281112.18376298435
1674,264602.5242863579
1675,201359.86818045075
1676,199134.37136071944
1677,228778.7650633105
1678,402482.0385219152
1679,328514.91031495994
1680,300680.750039798
1681,264321.38411041745
1682,293683.8074057058
